Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Contemporary Fiction	NUUUU	New Line	6.9	22979	R	Drama	9000000	18-Feb-00	67	NUUUU	Original Screenplay	Boiler Room	NUUUU	16963963	28773637
Contemporary Fiction	NUUUU	Sony/Screen Gems	5.2	6044	R	Comedy	10000000	7-Sep-07	15	NUUUU	Original Screenplay	The Brothers Solomon	NUUUU	900926	900926
Contemporary Fiction	NUUUU	Sony Pictures	2.8	153	R	Comedy	6000000	23-Mar-01	63	102	Original Screenplay	The Brothers	NUUUU	27457409	27958191
Contemporary Fiction	NUUUU	20th Century Fox	6.0	2745	PG-13	Romantic Comedy	8000000	11-Oct-02	64	109	Original Screenplay	Brown Sugar	NUUUU	27362712	28315272
Dramatization	Jane Campion	Apparition	7.1	5957	PG	Drama	8500000	26-Jan-10	NUUUU	NUUUU	Based on Real Life Events	Bright Star	NUUUU	4444637	9469105
NUUUU	NUUUU	Sony Pictures Classics	7.1	10831	R	Thriller/Suspense	12000000	20-Jul-01	NUUUU	NUUUU	Original Screenplay	Brother	NUUUU	450594	450594
Contemporary Fiction	NUUUU	Focus Features	8.1	97876	R	Comedy	15000000	8-Feb-08	80	NUUUU	Original Screenplay	In Bruges	3467377	7800825	30782621
Contemporary Fiction	Vincent Gallo	WellSpring	4.9	7465	Not Rated	Drama	10000000	27-Aug-04	NUUUU	NUUUU	Original Screenplay	The Brown Bunny	NUUUU	366301	630427
Contemporary Fiction	NUUUU	MGM	5.5	4848	PG-13	Comedy	18000000	6-Feb-04	NUUUU	106	Original Screenplay	Barbershop 2: Back in Business	NUUUU	65070412	65842412
Contemporary Fiction	Tim Story	MGM	6.2	11164	PG-13	Comedy	12000000	13-Sep-02	82	103	Original Screenplay	Barbershop	NUUUU	75781642	77081642
Contemporary Fiction	Christopher Guest	Warner Bros.	7.4	24484	PG-13	Comedy	6000000	27-Sep-00	94	90	Original Screenplay	Best in Show	NUUUU	18621249	20695413
Contemporary Fiction	Terry Zwigoff	Miramax/Dimension	7.3	45022	R	Comedy	18000000	26-Nov-03	77	91	Original Screenplay	Bad Santa	NUUUU	60060328	60063017
Historical Fiction	Quentin Tarantino	Weinstein Co.	8.4	178742	R	Action	70000000	21-Aug-09	88	152	Original Screenplay	Inglourious Basterds	58414604	120831050	320389438
Contemporary Fiction	Les Mayfield	Sony Pictures	5.9	23545	PG-13	Action	36000000	17-Sep-99	35	95	Original Screenplay	Blue Streak	NUUUU	68208190	117448157
Science Fiction	NUUUU	New Line	7.8	102982	R	Thriller/Suspense	13000000	23-Jan-04	33	113	Original Screenplay	The Butterfly Effect	NUUUU	57924679	96046844
Historical Fiction	Joel Coen	Walt Disney Pictures	NUUUU	NUUUU	PG-13	Comedy	26000000	22-Dec-00	NUUUU	102	Traditional/Legend/Fairytale	O Brother, Where Art Thou	NUUUU	45506619	65976782
Super Hero	Joel Schumacher	Warner Bros.	3.5	81283	PG-13	Action	125000000	20-Jun-97	11	130	Original Screenplay	Batman & Robin	NUUUU	107325195	238317814
Contemporary Fiction	NUUUU	Artisan	4.7	13258	R	Comedy	15000000	21-Mar-03	7	NUUUU	Original Screenplay	Boat Trip	NUUUU	8586376	14933713
Fantasy	NUUUU	Vitagraph Films	7.3	23110	R	Comedy	1000000	19-Sep-03	NUUUU	NUUUU	Based on Book/Short Story	Bubba Ho-Tep	NUUUU	1239183	1239183
Contemporary Fiction	Steven Soderbergh	Magnolia Pictures	4.6	101	R	Drama	1600000	27-Jan-06	NUUUU	NUUUU	Original Screenplay	Bubble	NUUUU	145382	145382
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.4	11073	PG-13	Comedy	13000000	24-Aug-01	30	NUUUU	Original Screenplay	Bubble Boy	NUUUU	5002310	5002310
Contemporary Fiction	Vincent Gallo	Lionsgate	7.3	17762	R	Comedy	1500000	26-Jun-98	78	NUUUU	Original Screenplay	Buffalo '66	NUUUU	2380606	2380606
Historical Fiction	NUUUU	Miramax	6.9	13510	R	Comedy	15000000	25-Jul-03	NUUUU	NUUUU	Based on Book/Short Story	Buffalo Soldiers	NUUUU	353743	353743
Contemporary Fiction	Warren Beatty	20th Century Fox	6.8	15486	R	Comedy	30000000	15-May-98	75	107	Original Screenplay	Bulworth	NUUUU	26528684	29203383
Dramatization	Oliver Stone	Lionsgate	NUUUU	NUUUU	PG-13	Drama	25100000	17-Oct-08	60	131	Based on Real Life Events	W.	7871296	25534493	28575778
Contemporary Fiction	Frank Oz	Universal	6.4	33389	PG-13	Comedy	55000000	13-Aug-99	79	96	Original Screenplay	Bowfinger	NUUUU	66458769	98699769
Fantasy	Nora Ephron	Sony Pictures	4.8	26834	PG-13	Comedy	80000000	24-Jun-05	24	100	Based on TV	Bewitched	NUUUU	63313159	131413159
Kids Fiction	Steve Oedekerk	Paramount Pictures	NUUUU	NUUUU	PG	Comedy	51000000	4-Aug-06	23	90	Original Screenplay	Barnyard: The Original Party Animals	65043181	72779000	116618084
Dramatization	Kevin Spacey	Lionsgate	6.6	8002	PG-13	Drama	24000000	17-Dec-04	42	NUUUU	Based on Real Life Events	Beyond the Sea	NUUUU	6144806	7061637
Contemporary Fiction	Eli Roth	Lionsgate	5.4	28417	R	Horror	1500000	12-Sep-03	NUUUU	NUUUU	Original Screenplay	Cabin Fever	NUUUU	21158188	30553394
Contemporary Fiction	NUUUU	Sony Pictures Classics	5.5	26	R	Drama	8000000	23-Dec-05	NUUUU	NUUUU	Original Screenplay	CachÈ	NUUUU	3647381	17147381
Dramatization	NUUUU	Sony Pictures	6.7	5026	R	Drama	12000000	5-Dec-08	67	108	Based on Real Life Events	Cadillac Records	10049741	8138000	8138000
Contemporary Fiction	NUUUU	Sony Pictures	6.2	19470	PG-13	Comedy	10000000	12-Jun-98	44	98	Original Screenplay	Can't Hardly Wait	NUUUU	25358996	25358996
Dramatization	Bennett Miller	Sony Pictures Classics	7.6	41472	R	Drama	7000000	30-Sep-05	90	NUUUU	Based on Real Life Events	Capote	17031573	28750530	46309352
Contemporary Fiction	NUUUU	Roadside Attractions	7.0	3799	PG	Romantic Comedy	1600000	1-Feb-08	NUUUU	NUUUU	Original Screenplay	Sukkar banat	NUUUU	1060591	14253760
Fantasy	Robert Zemeckis	Walt Disney Pictures	NUUUU	NUUUU	PG	Drama	190000000	6-Nov-09	53	NUUUU	Remake	Disney's A Christmas Carol	NUUUU	137855863	323743744
Contemporary Fiction	NUUUU	MGM	4.3	7235	R	Horror	21000000	12-Mar-99	16	101	Based on Book/Short Story	The Rage: Carrie 2	NUUUU	17760244	17760244
Kids Fiction	John Lasseter	Walt Disney Pictures	7.5	66809	G	Comedy	70000000	9-Jun-06	74	NUUUU	Original Screenplay	Cars	246114559	244082982	461923762
Contemporary Fiction	Robert Zemeckis	20th Century Fox	7.5	102936	PG-13	Drama	85000000	22-Dec-00	89	144	Original Screenplay	Cast Away	NUUUU	233632142	427230516
Dramatization	Steven Spielberg	Dreamworks SKG	5.7	224	PG-13	Drama	52000000	25-Dec-02	96	141	Based on Book/Short Story	Catch Me if You Can	NUUUU	164606800	351106800
Fantasy	NUUUU	Universal	3.4	15318	PG	Comedy	109000000	21-Nov-03	NUUUU	82	Based on Book/Short Story	The Cat in the Hat	NUUUU	101018283	133818283
Fantasy	Mark Dindal	Warner Bros.	6.9	1663	G	Musical	32000000	26-Mar-97	67	NUUUU	Original Screenplay	Cats Don't Dance	NUUUU	3588602	3588602
Super Hero	NUUUU	Warner Bros.	3.2	34651	PG-13	Action	100000000	23-Jul-04	10	104	Based on Comic/Graphic Novel	Catwoman	NUUUU	40202379	82102379
Contemporary Fiction	John Waters	Artisan	5.9	7565	R	Black Comedy	10000000	11-Aug-00	51	NUUUU	Original Screenplay	Cecil B. Demented	NUUUU	1276984	1953882
Kids Fiction	NUUUU	Walt Disney Pictures	3.8	2021	G	Adventure	20000000	26-Jul-02	27	NUUUU	Disney Ride	The Country Bears	NUUUU	16988996	16988996
Contemporary Fiction	NUUUU	Sony Pictures	6.2	7968	PG-13	Drama	18000000	12-May-00	42	NUUUU	Original Screenplay	Center Stage	NUUUU	17200925	17200925
Fantasy	Tim Burton	Warner Bros.	NUUUU	NUUUU	PG	Adventure	30000000	16-Sep-05	NUUUU	77	Traditional/Legend/Fairytale	The Corpse Bride	NUUUU	53359111	117359111
NUUUU	Sidney Lumet	NUUUU	6.0	895	R	NUUUU	12000000	31-Oct-97	53	NUUUU	NUUUU	Critical Care	NUUUU	220175	220175
Contemporary Fiction	Michael Lembeck	Universal	6.0	4359	PG-13	Comedy	20000000	16-Apr-04	44	NUUUU	Original Screenplay	Connie & Carla	NUUUU	8047525	8047525
Contemporary Fiction	Andrew Davis	Warner Bros.	5.2	24358	R	Action	85000000	8-Feb-02	NUUUU	109	Original Screenplay	Collateral Damage	NUUUU	40048332	78353508
Contemporary Fiction	Simon Wincer	Paramount Pictures	4.6	7082	PG	Adventure	25000000	20-Apr-01	12	95	Original Screenplay	Crocodile Dundee in Los Angeles	NUUUU	25590119	39393111
Contemporary Fiction	Woody Allen	Miramax	6.1	10978	R	Comedy	12000000	20-Nov-98	41	NUUUU	Original Screenplay	Celebrity	NUUUU	5078660	6200000
Science Fiction	NUUUU	New Line	6.2	36961	R	Thriller/Suspense	35000000	18-Aug-00	46	109	Original Screenplay	The Cell	NUUUU	61280963	61280963
Contemporary Fiction	David R. Ellis	New Line	6.5	32534	PG-13	Thriller/Suspense	45000000	10-Sep-04	54	94	Original Screenplay	Cellular	NUUUU	32003620	45261739
Fantasy	Gil Kenan	20th Century Fox	6.4	14905	PG	Adventure	38000000	10-Oct-08	53	94	Based on Book/Short Story	City of Ember	6086988	7871693	11817059
Kids Fiction	Tim Burton	Warner Bros.	7.1	102437	PG	Comedy	150000000	15-Jul-05	82	115	Remake	Charlie and the Chocolate Factory	NUUUU	206459076	474459076
Dramatization	Phillip Noyce	Focus Features	6.8	5959	PG-13	Thriller/Suspense	14000000	27-Oct-06	76	101	Based on Real Life Events	Catch a Fire	NUUUU	4299773	5699773
Contemporary Fiction	Joseph McGinty Nichol	Sony Pictures	4.7	43942	PG-13	Action	120000000	27-Jun-03	NUUUU	106	Based on TV	Charlie's Angels: Full Throttle	NUUUU	100814328	227200000
Contemporary Fiction	Joseph McGinty Nichol	Sony Pictures	5.5	60791	PG-13	Adventure	90000000	3-Nov-00	67	98	Based on TV	Charlie's Angels	NUUUU	125305545	263200000
Contemporary Fiction	Kevin Smith	Miramax	7.5	63591	R	Romantic Comedy	250000	4-Apr-97	91	NUUUU	Original Screenplay	Chasing Amy	NUUUU	12006514	15155095
Historical Fiction	Rob Marshall	Miramax	7.2	82650	PG-13	Musical	30000000	27-Dec-02	88	113	Based on Musical/Opera	Chicago	NUUUU	170687518	307687518
Kids Fiction	Mark Dindal	Walt Disney Pictures	5.8	17415	G	Adventure	60000000	4-Nov-05	36	80	Original Screenplay	Chicken Little	142108745	135386665	314432738
Kids Fiction	Nick Park	Dreamworks SKG	7.3	48307	G	Adventure	42000000	21-Jun-00	96	84	Original Screenplay	Chicken Run	NUUUU	106793915	227793915
Contemporary Fiction	Shawn Levy	20th Century Fox	5.6	24283	PG	Comedy	40000000	25-Dec-03	24	98	Remake	Cheaper by the Dozen	NUUUU	138614544	189714544
Contemporary Fiction	Adam Shankman	20th Century Fox	5.2	11858	PG	Comedy	60000000	21-Dec-05	7	94	Remake	Cheaper by the Dozen 2	26537982	82571173	135015330
Historical Fiction	Stephen Frears	Miramax	6.1	3307	R	Drama	23000000	26-Jun-09	54	NUUUU	Based on Book/Short Story	Cheri	NUUUU	2715657	2715657
Contemporary Fiction	NUUUU	Warner Bros.	4.9	5374	R	Action	34000000	1-Sep-99	7	NUUUU	Original Screenplay	Chill Factor	NUUUU	11263966	11263966
Fantasy	Ronny Yu	Universal	5.3	13735	R	Horror	25000000	16-Oct-98	43	89	Original Screenplay	Bride of Chucky	NUUUU	32404188	50692188
Contemporary Fiction	NUUUU	Focus/Rogue Pictures	5.1	9897	R	Horror	29000000	12-Nov-04	32	NUUUU	Original Screenplay	Seed of Chucky	NUUUU	17016190	24716190
Science Fiction	Alfonso Cuaron	Universal	8.1	158125	R	Thriller/Suspense	76000000	25-Dec-06	93	114	Based on Book/Short Story	Children of Men	25345271	35552383	69450202
Contemporary Fiction	Atom Egoyan	Sony Pictures Classics	6.5	8772	R	Thriller/Suspense	13000000	26-Mar-10	NUUUU	NUUUU	NUUUU	Chloe	NUUUU	3075255	9675172
Historical Fiction	Mike Newell	New Line	6.2	8580	R	Drama	45000000	16-Nov-07	27	139	Based on Book/Short Story	Love in the Time of Cholera	NUUUU	4617608	31077418
Historical Fiction	Lasse Hallstrom	Miramax	7.3	56176	PG-13	Drama	25000000	15-Dec-00	62	122	Based on Book/Short Story	Chocolat	NUUUU	71309760	152500343
Dramatization	NUUUU	Sony Pictures Classics	6.9	4100	R	Drama	20000000	23-May-08	31	NUUUU	Based on Real Life Events	The Children of Huang Shi	NUUUU	1031872	5527507
Historical Fiction	NUUUU	Miramax	7.8	16391	PG-13	Drama	5500000	26-Nov-04	NUUUU	NUUUU	Remake	Les Choristes	NUUUU	3629758	83529758
Contemporary Fiction	NUUUU	Trimark	2.1	3164	PG-13	Comedy	7000000	13-Mar-98	14	NUUUU	Original Screenplay	Chairman of the Board	NUUUU	306715	306715
Contemporary Fiction	Chris Weitz	Artisan	6.5	3455	R	Drama	250000	14-Jul-00	NUUUU	NUUUU	Original Screenplay	Chuck&Buck	NUUUU	1055671	1157672
Contemporary Fiction	NUUUU	Picturehouse	7.0	10449	R	Drama	6800000	5-Aug-05	34	NUUUU	Original Screenplay	The Chumscrubber	NUUUU	49526	49526
Fantasy	Gary Winick	Paramount Pictures	6.7	8028	G	Drama	82500000	15-Dec-06	78	98	Based on Book/Short Story	Charlotte's Web	83571732	82985708	143985708
Dramatization	Ron Howard	Universal	8.0	63111	PG-13	Drama	88000000	3-Jun-05	80	144	Based on Real Life Events	Cinderella Man	NUUUU	61649911	108539911
Contemporary Fiction	NUUUU	Warner Bros.	5.4	14904	PG	Romantic Comedy	19000000	16-Jul-04	10	95	Traditional/Legend/Fairytale	A Cinderella Story	NUUUU	51438175	70067909
Fantasy	Brad Silberling	Warner Bros.	6.4	40053	PG-13	Drama	55000000	10-Apr-98	59	117	Remake	City of Angels	NUUUU	78750909	198750909
Contemporary Fiction	Steven Zaillian	Walt Disney Pictures	6.4	14244	PG-13	Drama	60000000	25-Dec-98	61	112	Based on Book/Short Story	A Civil Action	NUUUU	56709981	56709981
Kids Fiction	Stephen Chow	Sony Pictures Classics	NUUUU	NUUUU	PG	Comedy	20000000	7-Mar-08	NUUUU	NUUUU	Original Screenplay	CJ7	NUUUU	206678	47300771
Contemporary Fiction	NUUUU	Lionsgate	3.2	1659	PG-13	Comedy	16000000	3-Sep-04	5	NUUUU	Original Screenplay	The Cookout	NUUUU	11540112	11540112
Historical Fiction	NUUUU	MGM	6.5	3681	R	Western	13000000	29-Dec-00	63	NUUUU	Based on Book/Short Story	The Claim	NUUUU	622023	622023
Kids Fiction	Michael Lembeck	Walt Disney Pictures	5.5	9061	G	Comedy	65000000	1-Nov-02	NUUUU	104	Original Screenplay	The Santa Clause 2	NUUUU	139225854	172825854
Historical Fiction	Anthony Minghella	Miramax	7.3	51083	R	Drama	80000000	25-Dec-03	70	152	Based on Book/Short Story	Cold Mountain	NUUUU	95632614	161632614
Contemporary Fiction	NUUUU	Palm Pictures	NUUUU	NUUUU	R	Drama	10000	28-Apr-06	NUUUU	NUUUU	Original Screenplay	Clean	NUUUU	138711	138711
Fantasy	Frank Coraci	Sony Pictures	5.0	133	PG-13	Comedy	82500000	23-Jun-06	32	NUUUU	Original Screenplay	Click	81244755	137355633	237555633
Contemporary Fiction	Les Mayfield	New Line	4.0	5277	PG-13	Comedy	20000000	5-Jan-07	4	91	Original Screenplay	Code Name: The Cleaner	4492233	8135024	8135024
NUUUU	NUUUU	Warner Bros.	6.2	7887	R	NUUUU	12000000	4-Oct-02	53	NUUUU	NUUUU	Welcome to Collinwood	NUUUU	378650	378650
Contemporary Fiction	Mike Nichols	Sony Pictures	2.9	212	R	Drama	35000000	3-Dec-04	68	104	Based on Play	Closer	NUUUU	33987757	115987757
Contemporary Fiction	Kevin Smith	MGM	7.7	56668	R	Comedy	5000000	21-Jul-06	63	NUUUU	Original Screenplay	Clerks II	26411041	24148068	25894473
Contemporary Fiction	Wayne Wang	Sony Pictures	4.6	30370	PG-13	Romantic Comedy	55000000	13-Dec-02	39	105	Original Screenplay	Maid in Manhattan	NUUUU	93932896	154832896
Contemporary Fiction	Nancy Meyers	Universal	6.7	17748	R	Romantic Comedy	75000000	25-Dec-09	57	NUUUU	Original Screenplay	It's Complicated	29195673	112735375	224614744
Contemporary Fiction	Robert Altman	Sony Pictures	6.2	3649	PG-13	Drama	15000000	25-Dec-03	69	NUUUU	Original Screenplay	The Company	NUUUU	2281585	3396508
Contemporary Fiction	Francis Lawrence	Warner Bros.	6.7	78705	R	Action	75000000	18-Feb-05	46	122	Based on Comic/Graphic Novel	Constantine	NUUUU	75976178	230884728
Contemporary Fiction	Rod Lurie	Dreamworks SKG	6.9	13709	R	Drama	9000000	13-Oct-00	76	NUUUU	Original Screenplay	The Contender	NUUUU	17804273	17804273
Dramatization	NUUUU	Sony Pictures Classics	7.6	16525	R	Drama	6250000	22-Feb-08	NUUUU	NUUUU	Based on Real Life Events	Die F‰lscher	NUUUU	5488570	19416495
Dramatization	NUUUU	Weinstein Co.	7.8	19466	R	Drama	6400000	10-Oct-07	87	NUUUU	Based on Book/Short Story	Control	NUUUU	871577	5645350
NUUUU	NUUUU	Magnolia Pictures	6.5	8997	NUUUU	NUUUU	15000000	27-Aug-10	55	NUUUU	NUUUU	Centurion	NUUUU	119621	119621
Contemporary Fiction	NUUUU	Paramount Pictures	7.1	23526	PG-13	Drama	45000000	14-Jan-05	65	136	Original Screenplay	Coach Carter	NUUUU	67264877	76669806
Dramatization	George Clooney	Miramax	7.1	36258	R	Drama	29000000	31-Dec-02	79	NUUUU	Based on Book/Short Story	Confessions of a Dangerous Mind	NUUUU	16007718	33013805
Dramatization	NUUUU	Sony Pictures Classics	6.5	6720	PG-13	Drama	23000000	25-Sep-09	NUUUU	NUUUU	Based on Real Life Events	Coco avant Chanel	NUUUU	6113834	48846765
Science Fiction	Michael Winterbottom	MGM	6.3	9608	R	NUUUU	7500000	6-Aug-04	NUUUU	NUUUU	NUUUU	Code 46	NUUUU	197148	197148
Kids Fiction	NUUUU	MGM	4.1	4063	PG	Comedy	26000000	12-Mar-04	NUUUU	100	Original Screenplay	Agent Cody Banks 2: Destination London	NUUUU	23514247	28703083
Kids Fiction	NUUUU	MGM	5.1	9527	PG	Comedy	25000000	14-Mar-03	38	102	Original Screenplay	Agent Cody Banks	NUUUU	47545060	58240458
Contemporary Fiction	Michael Mann	Dreamworks SKG	7.8	105362	R	Action	60000000	6-Aug-04	86	120	Original Screenplay	Collateral	NUUUU	100170152	217670152
Contemporary Fiction	NUUUU	MGM	4.3	6496	R	Comedy	6000000	29-Aug-08	5	94	Original Screenplay	College	NUUUU	4694491	5629618
NUUUU	NUUUU	NUUUU	5.0	1305	PG-13	NUUUU	12000000	9-Mar-01	NUUUU	NUUUU	NUUUU	Company Man	NUUUU	146028	146028
Contemporary Fiction	Joey Lauren Adams	IDP/Goldwyn/Roadside	6.2	1511	R	Drama	6000000	10-Nov-06	83	NUUUU	Original Screenplay	Come Early Morning	NUUUU	119452	119452
Contemporary Fiction	Simon West	Walt Disney Pictures	6.6	76052	R	Action	80000000	6-Jun-97	57	115	Original Screenplay	Con Air	NUUUU	101117573	224117573
Contemporary Fiction	James Foley	Lionsgate	6.8	17111	R	Drama	15000000	25-Apr-03	71	NUUUU	Original Screenplay	Confidence	NUUUU	12212417	12212417
Contemporary Fiction	Richard Donner	Warner Bros.	6.5	35719	R	Thriller/Suspense	80000000	8-Aug-97	51	135	Original Screenplay	Conspiracy Theory	NUUUU	76118990	137118990
Science Fiction	Robert Zemeckis	Warner Bros.	7.3	73684	PG	Drama	90000000	11-Jul-97	67	150	Based on Book/Short Story	Contact	NUUUU	100920329	165900000
Contemporary Fiction	NUUUU	Lionsgate	7.0	19072	R	Drama	4000000	26-Nov-03	77	NUUUU	Original Screenplay	The Cooler	NUUUU	8291572	10464788
Dramatization	NUUUU	MGM	6.8	5017	PG-13	Drama	11000000	10-Nov-06	NUUUU	104	Based on Real Life Events	Copying Beethoven	NUUUU	355968	355968
Contemporary Fiction	NUUUU	Walt Disney Pictures	4.2	6739	PG-13	Comedy	11000000	12-Oct-01	5	86	Original Screenplay	Corky Romano	NUUUU	23978402	23978402
Kids Fiction	NUUUU	Focus Features	7.8	38464	PG	Adventure	60000000	6-Feb-09	89	100	Based on Book/Short Story	Coraline	46101073	75286229	124062750
Contemporary Fiction	NUUUU	Walt Disney Pictures	4.3	9976	PG	Comedy	15000000	20-Feb-04	13	89	Based on Book/Short Story	Confessions of a Teenage Drama Queen	NUUUU	29331068	33051296
Contemporary Fiction	Renny Harlin	Sony/Screen Gems	4.8	17736	PG-13	Thriller/Suspense	20000000	8-Sep-06	3	95	Based on Comic/Graphic Novel	The Covenant	26360430	23364784	38164784
Contemporary Fiction	James Mangold	Miramax	6.9	35192	R	Drama	15000000	15-Aug-97	71	105	Original Screenplay	Cop Land	NUUUU	44906632	63706632
Contemporary Fiction	Peter Billingsley	Universal	5.5	18332	PG-13	Comedy	60000000	9-Oct-09	12	113	Original Screenplay	Couples Retreat	34715888	109205660	172450423
Dramatization	Tim Robbins	Walt Disney Pictures	6.7	6127	R	Drama	32000000	8-Dec-99	64	NUUUU	Original Screenplay	Cradle Will Rock	NUUUU	2899970	2899970
Contemporary Fiction	NUUUU	Lionsgate	7.1	71094	R	Action	12000000	1-Sep-06	61	88	Original Screenplay	Crank	28776986	27838408	33824696
Contemporary Fiction	David Cronenberg	Fine Line	6.1	20886	R	Drama	10000000	4-Oct-96	65	NUUUU	Based on Book/Short Story	Crash	NUUUU	3357324	3357324
Contemporary Fiction	NUUUU	Overture Films	6.7	21135	R	Horror	20000000	26-Feb-10	71	NUUUU	Remake	The Crazies	8835872	39123589	43027734
Contemporary Fiction	Antonio Banderas	Sony Pictures	5.7	3991	PG-13	Drama	15000000	22-Oct-99	31	NUUUU	Based on Book/Short Story	Crazy in Alabama	NUUUU	1954202	1954202
Contemporary Fiction	NUUUU	Walt Disney Pictures	6.0	1307	PG-13	Comedy	23000000	25-Aug-00	19	NUUUU	Original Screenplay	The Crew	NUUUU	13019253	13019253
Contemporary Fiction	Andrzej Bartkowiak	Warner Bros.	5.4	14834	R	Horror	25000000	28-Feb-03	26	101	Original Screenplay	Cradle 2 the Grave	NUUUU	34657731	56434942
Contemporary Fiction	NUUUU	MGM	NUUUU	NUUUU	PG	Comedy	12500000	12-Jul-02	NUUUU	90	Based on TV	Crocodile Hunter: Collision Course	NUUUU	28436931	33436931
Contemporary Fiction	NUUUU	Warner Bros.	4.2	2720	PG-13	Thriller/Suspense	15000000	19-Jul-00	2	NUUUU	Original Screenplay	The In Crowd	NUUUU	5217498	5217498
Contemporary Fiction	James Foley	New Line	5.8	9008	R	Action	10000000	12-Mar-99	48	110	Original Screenplay	The Corruptor	NUUUU	15164492	15164492
Historical Fiction	Yimou Zhang	Sony Pictures Classics	7.0	17975	R	Action	45000000	21-Dec-06	NUUUU	113	Based on Play	Man cheng jin dai huang jin jia	10581873	6566773	75566773
Contemporary Fiction	Paul Haggis	Lionsgate	6.1	20886	R	Drama	6500000	6-May-05	75	107	Original Screenplay	Crash	NUUUU	54557348	98387109
Contemporary Fiction	NUUUU	Sony Pictures	1.7	7466	PG-13	Drama	5600000	1-Sep-06	3	NUUUU	Original Screenplay	Crossover	2177636	7009668	7009668
Contemporary Fiction	NUUUU	Paramount Pictures	6.6	4894	PG-13	Drama	12000000	15-Feb-02	14	93	Original Screenplay	Crossroads	NUUUU	37188667	57000000
Historical Fiction	Kevin Reynolds	Walt Disney Pictures	7.6	40605	PG-13	Drama	40000000	25-Jan-02	74	131	Based on Book/Short Story	The Count of Monte Cristo	NUUUU	54228104	54228104
Contemporary Fiction	Roger Kumble	Sony Pictures	6.7	66861	R	Drama	11000000	5-Mar-99	47	95	Based on Book/Short Story	Cruel Intentions	NUUUU	38230075	75803716
Contemporary Fiction	NUUUU	NUUUU	6.2	1244	R	Thriller/Suspense	11500000	27-Nov-09	14	NUUUU	Based on Book/Short Story	The Cry of the Owl	NUUUU	0	0
Contemporary Fiction	NUUUU	Focus/Rogue Pictures	6.4	372	PG-13	Thriller/Suspense	1000000	16-Sep-05	24	NUUUU	Original Screenplay	Cry Wolf	NUUUU	10047674	15585495
Contemporary Fiction	NUUUU	Fox Searchlight	7.4	17255	R	Drama	8500000	16-Dec-09	92	NUUUU	Original Screenplay	Crazy Heart	13929671	39462438	47163756
Contemporary Fiction	NUUUU	Walt Disney Pictures	6.3	12102	PG-13	Drama	13000000	29-Jun-01	NUUUU	NUUUU	Original Screenplay	crazy/beautiful	NUUUU	16929123	19929123
Contemporary Fiction	Rod Lurie	Dreamworks SKG	6.5	21621	R	Drama	60000000	19-Oct-01	52	NUUUU	Original Screenplay	The Last Castle	NUUUU	18208078	20541668
Science Fiction	Jonathan Frakes	Paramount Pictures	5.0	6392	PG	Adventure	26000000	29-Mar-02	28	94	Original Screenplay	Clockstoppers	NUUUU	36985501	38788828
Contemporary Fiction	NUUUU	20th Century Fox	4.7	3038	PG	Adventure	18000000	6-Feb-04	NUUUU	NUUUU	Remake	Catch That Kid	NUUUU	16703799	16930762
Contemporary Fiction	NUUUU	Warner Bros.	5.2	16912	PG	Comedy	60000000	4-Jul-01	53	91	Original Screenplay	Cats & Dogs	NUUUU	93375151	200700000
Contemporary Fiction	James Ivory	Hyde Park Films	6.6	430	PG-13	Drama	8300000	16-Apr-10	40	114	Based on Book/Short Story	The City of Your Final Destination	NUUUU	493296	493296
Contemporary Fiction	Katia Lund	Miramax	8.8	166897	R	Drama	3300000	17-Jan-03	NUUUU	NUUUU	Based on Book/Short Story	Cidade de Deus	NUUUU	7563397	28763397
Contemporary Fiction	Matt Dillon	MGM	5.9	2880	R	Drama	17500000	25-Apr-03	NUUUU	NUUUU	Original Screenplay	City of Ghosts	NUUUU	325491	325491
Contemporary Fiction	Michael Caton-Jones	Warner Bros.	6.1	13487	R	Drama	40000000	6-Sep-02	48	NUUUU	Based on Magazine Article	City by the Sea	NUUUU	22433915	22433915
NUUUU	NUUUU	NUUUU	7.1	202	NUUUU	NUUUU	250000	11-Sep-98	NUUUU	NUUUU	NUUUU	The Cube	NUUUU	489220	489220
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.3	33808	PG-13	Drama	45000000	4-Aug-00	21	101	Based on Real Life Events	Coyote Ugly	NUUUU	60786269	115786269
Contemporary Fiction	NUUUU	Universal	6.7	5393	G	Comedy	50000000	10-Feb-06	69	NUUUU	Based on Book/Short Story	Curious George	47809786	58640119	70114174
Fantasy	Wes Craven	Miramax/Dimension	4.8	14425	PG-13	Horror	35000000	25-Feb-05	NUUUU	NUUUU	Original Screenplay	Cursed	NUUUU	19294901	25114901
Contemporary Fiction	NUUUU	Lionsgate	4.9	340	R	Drama	500000	29-Aug-03	NUUUU	NUUUU	Original Screenplay	Civil Brand	NUUUU	254293	254293
Kids Fiction	Phil Lord	Sony Pictures	7.2	19913	PG	Comedy	100000000	18-Sep-09	86	90	Based on Book/Short Story	Cloudy with a Chance of Meatballs	42574228	124870275	139525862
